"PER_ID";"PER_TITEL";"PER_VOORNAMEN";"PER_TUSSENVOEGSELS";"PER_ACHTERNAAM";"SCHRIJVER";"GEBOORTEDATUM";"GEBOORTEPLAATS";"STERFDATUM";"STERFPLAATS"
"76083";"Sir";"Max";"";"Hastings";"Max Hastings";"28-12-1945";"Lambeth";"";""
"76536";"";"Hilary";"";"Evans";"Hilary Evans";"Tussen 01-01-1929 en 31-12-1929";"Shrewsbury";"27-07-2011";""
"33567";"";"Joost";"";"Divendal";"Joost Divendal";"09-04-1955";"Heemstede";"21-05-2010";"Amsterdam"
"74412";"";"Monique";"";"Möller";"Monique Möller";"10-07-1933";"Den Haag ('s-Gravenhage)";"30-05-2012";"Zeist"
"11569";"";"Luciano";"";"De Crescenzo";"Luciano De Crescenzo";"18-08-1928";"Napels";"18-07-2019";"Rome"
"28044";"";"P.G.";"";"Wodehouse";"P.G. Wodehouse";"15-10-1881";"Guildford";"14-02-1975";"Southampton"
"76537";"";"Philip";"";"Caputo";"Philip Caputo";"10-06-1941";"Chicago";"";""
"9364";"";"Mary";"";"Mapes Dodge";"Mary Mapes Dodge";"26-01-1831";"New York City";"21-08-1905";"New York"
"7900";"";"Erik";"";"Hazelhoff Roelfzema";"Erik Hazelhoff Roelfzema";"03-04-1917";"Soerabaja";"26-09-2007";"Kamuela"
"75753";"";"Robert";"";"Faurisson";"Robert Faurisson";"25-01-1929";"Shepperton";"21-10-2018";"Vichy"
"98389";"";"Wouter";"";"Barendrecht";"Wouter Barendrecht";"05-11-1965";"Amsterdam";"05-04-2009";"Bangkok"
"23397";"";"A.M.";"";"Homes";"A.M. Homes";"18-12-1961";"Washington DC";"";""
"5611";"";"Martin";"";"Mooij";"Martin Mooij";"01-09-1930";"Rotterdam";"12-08-2014";""
"63900";"";"W.H.F.W.";"";"Wijnen";"W.H.F.W. Wijnen";"13-05-1934";"Horst aan de Maas";"21-11-2012";"Bunde"
"74576";"";"Jos";"";"Vinks";"Jos Vinks";"08-11-1920";"Kalmthout";"14-12-2000";"Brasschaat"
"70648";"";"R.E.J.";"";"Weber";"R.E.J. Weber";"07-11-1907";"Den Haag ('s-Gravenhage)";"01-02-2005";"Den Haag ('s-Gravenhage)"
"99708";"";"J.J.C.";"";"Marlet";"J.J.C. Marlet";"07-05-1924";"Rijswijk";"24-03-2012";"Venray"
"74584";"";"Lieve";"";"Moenssens";"Lieve Moenssens";"09-06-1939";"Antwerpen";"28-12-1968";"Antwerpen"
"58869";"";"Truus";"";"Menger";"Truus Menger";"29-08-1923";"Schoten";"18-06-2016";"Bovenkarspel"
"13710";"";"Huub";"";"Hovens";"Huub Hovens";"13-02-1949";"Indonesië";"";""
"12106";"";"Shel";"";"Silverstein";"Shel Silverstein";"25-09-1930";"Chicago";"10-05-1999";"Florida"
"73748";"";"Cor";"";"Bouchette";"Cor Bouchette";"08-10-1903";"Arnhem";"Tussen 01-01-1985 en 31-12-1985";""
"9161";"";"Herman";"";"Kakebeeke";"Herman Kakebeeke";"Tussen 01-01-1932 en 31-12-1932";"";"13-05-2014";"Den Haag ('s-Gravenhage)"
"73750";"";"Robert";"";"Gernhardt";"Robert Gernhardt";"13-12-1937";"Tallinn";"30-06-2006";"Frankfurt am Main"
"71988";"";"Frank";"";"Lodeizen";"Frank Lodeizen";"28-09-1931";"Amsterdam";"28-05-2013";"Amsterdam"
"87115";"";"Jim";"";"Carroll";"Jim Carroll";"01-08-1950";"";"11-09-2009";"Manhattan (New York City)"
"23078";"";"Antoine";"";"Verbij";"Antoine Verbij";"25-06-1951";"Boskoop";"09-10-2015";"Berlijn"
"32059";"";"Theodor W.";"";"Adorno";"Theodor W. Adorno";"11-09-1903";"Frankfurt am Main";"06-08-1969";"Visp"
"73709";"";"D.G.";"";"Jongmans";"D.G. Jongmans";"09-01-1922";"Rotterdam";"21-04-2011";"Laren"
"69210";"";"Adrienne";"";"Rich";"Adrienne Rich";"16-05-1929";"Baltimore";"27-03-2012";"Santa Cruz"
"27826";"";"Arie";"";"Kuiper";"Arie Kuiper";"28-02-1934";"Haarlem";"08-11-2011";"Amsterdam"
"87077";"";"Shiva";"";"Naipaul";"Shiva Naipaul";"25-02-1945";"Port of Spain";"13-08-1985";"Londen"
"38670";"";"Rob";"";"Chrispijn";"Rob Chrispijn";"Tussen 01-01-1944 en 31-12-1944";"Wenen";"";""
"40055";"";"Wannes";"";"Van de Velde";"Wannes Van de Velde";"29-04-1937";"Antwerpen";"10-11-2008";"Antwerpen"
"10027";"";"Elio";"";"Vittorini";"Elio Vittorini";"23-07-1908";"Syracuse";"12-02-1966";"Milaan"
"770";"";"J.H.";"";"Isings jr.";"J.H. Isings jr.";"31-07-1884";"Amsterdam";"19-08-1977";"Soest"
"20681";"";"Boris";"";"Vian";"Boris Vian";"10-03-1920";"Ville-d'Avray";"23-06-1959";"Parijs (stad)"
"91349";"";"George";"";"Gissing";"George Gissing";"22-11-1857";"Wakefield";"28-12-1903";"Saint-Jean-Pied-de-Port"
"3691";"";"Ronald";"";"Naar";"Ronald Naar";"19-04-1955";"Den Haag ('s-Gravenhage)";"22-05-2011";"Cho Oyu"
"73857";"";"Willem";"";"Mooijman";"Willem Mooijman";"31-08-1925";"Den Haag ('s-Gravenhage)";"23-05-2016";""
"77063";"";"William";"";"Faulkner";"William Faulkner";"25-09-1897";"New Albany";"06-07-1962";"Byhalia"
"74607";"";"Lynda";"";"Van Devanter";"Lynda Van Devanter";"27-05-1947";"Arlington";"15-11-2002";"Herndon"
"81723";"";"Chaim";"";"Levano";"Chaim Levano";"01-01-1928";"Heerlen";"17-02-2016";"Amsterdam"
"71769";"";"Talus";"";"Taylor";"Talus Taylor";"Tussen 01-01-1933 en 31-12-1933";"San Francisco";"19-02-2015";"Parijs (stad)"
"33232";"";"Jean-François";"";"Revel";"Jean-François Revel";"19-01-1924";"Marseille";"30-04-2006";"Parijs (stad)"
"90547";"";"Fred";"";"Emmer";"Fred Emmer";"23-08-1934";"Leiden";"";""
"7239";"";"Mark";"";"Twain";"Mark Twain";"30-11-1835";"Florida";"21-04-1910";"Redding"
"31545";"";"Peter";"";"Handke";"Peter Handke";"06-12-1942";"Griffen";"";""
"19504";"";"Albarta";"";"Meulenbelt-Nieuwburg";"Albarta Meulenbelt-Nieuwburg";"Tussen 01-01-1917 en 31-12-1917";"";"06-06-1981";"Arnhem"
"27254";"";"Willem";"";"Nijholt";"Willem Nijholt";"19-07-1934";"Gombong";"";""
"4919";"";"Louis";"";"Andriessen";"Louis Andriessen";"06-06-1939";"Utrecht";"";""
"23922";"";"Ilja";"";"Maso";"Ilja Maso";"03-10-1943";"Wageningen";"04-05-2011";""
"4317";"";"Kris";"";"Nauwelaerts";"Kris Nauwelaerts";"23-11-1958";"";"";""
"80341";"";"Peter";"";"Shaffer";"Peter Shaffer";"15-05-1926";"Liverpool";"06-06-2016";"County Cork"
"14505";"";"Léon";"";"Wecke";"Léon Wecke";"31-01-1932";"";"13-06-2015";""
"49112";"";"Koos";"";"Hageraats";"Koos Hageraats";"Tussen 01-01-1953 en 31-12-1953";"";"";""
"7584";"";"Erik";"";"Heyman";"Erik Heyman";"28-09-1960";"Erembodegem";"25-02-2010";"Brussel"
"73897";"";"Nies";"";"Sap-Akkerman";"Nies Sap-Akkerman";"Tussen 01-01-1928 en 31-12-1928";"";"27-01-2009";"Hoogezand"
"81759";"";"Jan";"";"Timmer";"Jan Timmer";"20-02-1933";"Lienden";"";""
"20163";"";"Ries";"";"Moonen";"Ries Moonen";"04-02-1936";"Utrecht";"";""
"11328";"";"Jelle W.F.";"";"Reumer";"Jelle W.F. Reumer";"Tussen 01-01-1953 en 31-12-1953";"Hilversum";"";""
"73525";"";"Waling";"";"Dijkstra (1821-1914)";"Waling Dijkstra (1821-1914)";"14-08-1821";"Vrouwenparochie";"15-01-1914";"Holwerd"
"87107";"";"David";"";"Gilmour";"David Gilmour";"Tussen 01-01-1949 en 31-12-1949";"London";"";""
"71702";"";"Nâzim";"";"Hikmet";"Nâzim Hikmet";"15-01-1902";"Thessaloniki";"03-06-1963";"Moskou"
"72312";"";"Lida";"";"Bedard";"Lida Bedard";"09-05-1941";"Den Haag ('s-Gravenhage)";"";""
"74545";"";"Betty";"";"Friedan";"Betty Friedan";"04-02-1921";"Peoria";"04-02-1921";"Washington DC"
"74662";"";"Studs";"";"Terkel";"Studs Terkel";"16-05-1912";"New York City";"31-10-2008";"Chicago"
"35025";"";"Frank";"";"Albers";"Frank Albers";"02-03-1960";"Schoten";"";""
"9993";"";"Wim";"";"Meulenkamp";"Wim Meulenkamp";"24-11-1953";"Heerlen";"";""
"32331";"";"Anne";"";"Wiazemsky";"Anne Wiazemsky";"14-05-1947";"Berlijn";"05-10-2017";"Parijs (stad)"
"10814";"";"Alessandro";"";"Mendini";"Alessandro Mendini";"16-08-1931";"";"18-02-2019";""
"21816";"";"W.J.";"";"Slagter";"W.J. Slagter";"24-08-1923";"";"";""
"3655";"";"Pieter";"";"Grashoff";"Pieter Grashoff";"Tussen 01-01-1927 en 31-12-1927";"";"";""
"346";"";"Philip";"";"Hopman";"Philip Hopman";"16-07-1961";"Egmond";"";""
"44885";"";"Caryl";"";"Strzelecki";"Caryl Strzelecki";"08-09-1960";"Koersel";"";""
"3957";"";"Herman";"";"Vos";"Herman Vos";"08-07-1928";"Meise";"19-12-2012";"Edegem"
"5094";"";"Agota";"";"Kristof";"Agota Kristof";"30-10-1935";"Kőszeg";"27-07-2011";"Neuchâtel"
"67949";"";"D.W.";"";"Kobes";"D.W. Kobes";"24-10-1914";"";"16-06-1978";""
"77044";"";"André";"";"Malraux";"André Malraux";"03-11-1901";"Parijs (stad)";"23-11-1976";"Parijs (stad)"
"14461";"";"Rikkert";"";"Zuiderveld";"Rikkert Zuiderveld";"05-02-1947";"Groningen";"";""
"14462";"";"Elly";"";"Nieman";"Elly Nieman";"07-04-1946";"Hilversum";"";""
"72607";"";"Kees";"";"Kousemaker";"Kees Kousemaker";"25-01-1942";"";"27-04-2010";"Bussum"
"84790";"";"Elie";"";"Wiesel";"Elie Wiesel";"30-09-1928";"Sighetu Marmației";"02-07-2016";"Boston"
"38256";"";"Loek";"";"Brons";"Loek Brons";"21-06-1932";"Arnhem";"20-06-2016";"Heteren"
"7609";"";"Marc";"";"Vandenberghe";"Marc Vandenberghe";"15-06-1956";"Brussels Hoofdstedelijk Gewest";"";""
"70553";"";"N.D.B.";"";"Habermehl";"N.D.B. Habermehl";"03-07-1946";"Alphen a/d Rijn";"17-10-2014";"Gouda"
"70565";"";"A.J.";"";"Stibbe-Lieneman";"A.J. Stibbe-Lieneman";"12-07-1912";"Weerselo";"29-01-1994";"Eindhoven"
"95009";"";"Wierd";"";"Duk";"Wierd Duk";"22-12-1959";"Hooge Zwaluwe";"";""
"74861";"";"Jan";"";"Eijkelboom";"Jan Eijkelboom";"01-03-1926";"Slikkerveer";"27-02-2008";"Dordrecht"
"85977";"";"Marc";"";"Pairon";"Marc Pairon";"Tussen 01-01-1959 en 31-12-1959";"";"";""
"16236";"";"Aart R.P.";"";"Wildeboer";"Aart R.P. Wildeboer";"Tussen 01-01-1956 en 31-12-1956";"";"";""
"22272";"";"Bill";"";"Martin jr.";"Bill Martin jr.";"20-03-1916";"";"11-08-2004";""
"3110";"";"Anna";"";"Höglund";"Anna Höglund";"14-05-1958";"Stockholm";"";""
"15365";"";"P.H.";"";"Kooijmans";"P.H. Kooijmans";"06-07-1933";"Heemstede";"13-02-2013";""
"51512";"";"A.";"";"Viruly";"A. Viruly";"05-01-1905";"Breda";"13-08-1986";"Amsterdam"
"1060";"";"Ger";"";"Kleis";"Ger Kleis";"18-04-1940";"Coevorden";"";""
"95286";"";"Els";"";"Leemans";"Els Leemans";"19-11-1958";"Elsene";"08-01-2005";"Aalst"
"5898";"";"Theo";"";"Wilton van Reede";"Theo Wilton van Reede";"27-07-1948";"";"19-06-2009";""
"524";"";"Agnes";"";"Verboven";"Agnes Verboven";"08-08-1951";"Paal";"";""
"87242";"";"Wim";"";"Ramselaar";"Wim Ramselaar";"07-02-1932";"Amersfoort";"26-12-2013";"Wijk bij Duurstede"
"52663";"";"Hans";"";"Krijt";"Hans Krijt";"03-01-1927";"Zaandam";"12-03-2011";"Praag"
"64171";"";"Mia";"";"Bruyn-Ouwehand";"Mia Bruyn-Ouwehand";"Tussen 01-01-1901 en 31-12-1901";"";"Tussen 01-01-1968 en 31-12-1968";""
"68498";"";"A.P.";"";"Buur";"A.P. Buur";"28-12-1942";"Hoorn";"11-08-2015";"Hoorn"
"66325";"";"Dorothy L.";"";"Sayers";"Dorothy L. Sayers";"13-07-1893";"Oxford";"17-12-1957";"Essex"
"43778";"";"Alice";"";"Munro";"Alice Munro";"10-07-1931";"Wingham";"";""
"14303";"";"Gerlof";"";"Leistra";"Gerlof Leistra";"12-10-1959";"Zutphen";"";""
"72424";"prof.dr.";"Herman";"";"Bianchi";"Herman Bianchi";"14-12-1924";"Rotterdam";"30-12-2015";"Leeuwarden"
"8070";"";"Niels";"";"Rood";"Niels Rood";"04-05-1962";"Velp";"";""
"81774";"";"Nikolai";"";"Tolstoj";"Nikolai Tolstoj";"23-06-1935";"Engeland";"";""
"74774";"";"Erik";"";"Bongers";"Erik Bongers";"30-07-1968";"Beveren-Waas";"";""
"70407";"";"J.M.F.";"";"IJsseling";"J.M.F. IJsseling";"27-08-1927";"Delft";"19-05-2017";""
"62640";"";"Geert";"";"Boogaard";"Geert Boogaard";"29-05-1908";"Enkhuizen";"05-08-1990";"Enkhuizen"
"32390";"";"John";"";"Fante";"John Fante";"08-04-1909";"Denver";"08-05-1983";"Los Angeles"
"45391";"";"Michael";"";"Gibbs";"Michael Gibbs";"14-01-1949";"";"23-12-2009";"Amsterdam"
"16188";"";"Waling";"";"Dijkstra";"Waling Dijkstra";"16-08-1926";"Engwierum";"06-10-1998";"Amsterdam"
"70418";"";"Norman";"";"Douglas";"Norman Douglas";"08-12-1868";"Thüringen";"07-02-1952";"Capri"
"12506";"";"Lars";"";"Klinting";"Lars Klinting";"25-04-1948";"Stockholm";"09-12-2006";"Bromma"
"33974";"";"Johan";"";"Cruijff";"Johan Cruijff";"25-04-1947";"Amsterdam";"24-03-2016";"Barcelona"
"90897";"";"Goriska";"";"Verburg";"Goriska Verburg";"14-05-1946";"";"18-08-1998";"Hilversum"
"70048";"";"Rob";"";"Verbeek";"Rob Verbeek";"13-10-1942";"Hoogland";"";""
"12549";"";"Han";"";"Banning";"Han Banning";"Tussen 01-01-1931 en 31-12-1931";"";"07-10-2016";""
"52777";"";"Udo";"";"Vroom";"Udo Vroom";"Tussen 01-01-1932 en 31-12-1932";"Groningen";"28-02-2017";"Laren"
"62392";"";"A.-P.";"";"Duchâteau";"A.-P. Duchâteau";"08-05-1925";"Doornik";"";""
"71001";"";"Liesbeth";"";"Brandt Corstius";"Liesbeth Brandt Corstius";"Tussen 01-01-1940 en 31-12-1940";"";"";""
"93393";"";"Richard";"";"Currey";"Richard Currey";"18-10-1949";"Parkersburg";"";""
"95029";"";"Dicky";"";"Meulenbelt";"Dicky Meulenbelt";"Tussen 01-01-1932 en 31-12-1932";"";"";""
"9302";"";"Jan";"";"Steeman";"Jan Steeman";"23-05-1933";"Schagen";"24-01-2018";"Heiloo"
"66469";"";"Margo";"";"Driebergen";"Margo Driebergen";"26-08-1921";"Almelo";"";""
"20894";"";"Kees";"";"Thomassen";"Kees Thomassen";"13-03-1950";"Den Haag ('s-Gravenhage)";"08-12-2015";"Woold"
"1869";"";"Hans";"";"Roest";"Hans Roest";"23-05-1917";"Dordrecht";"18-01-2006";"'s-Heerenberg"
"96526";"";"Frans";"";"Hemsterhuis";"Frans Hemsterhuis";"27-12-1721";"Franeker";"07-07-1790";"Den Haag ('s-Gravenhage)"
"57566";"";"H.J.";"";"Scheffer";"H.J. Scheffer";"07-07-1919";"Woensel";"21-05-2008";"Rotterdam"
"68470";"";"Bil";"";"Keane";"Bil Keane";"05-10-1922";"";"08-11-2011";""
"21557";"";"Nico";"";"Keuning";"Nico Keuning";"15-11-1952";"Elten";"";""
"408417";"";"Frédéric";"";"Mistral";"Frédéric Mistral";"08-09-1830";"Maillane";"25-03-1914";"Maillane"
"408418";"";"José ";"";"Echegaray y Eizaguirre";"José  Echegaray y Eizaguirre";"10-04-1832";"Madrid";"14-09-1916";"Madrid"
"95036";"";"A.";"";"Szász";"A. Szász";"28-03-1932";"Djokjakarta";"Tussen 01-12-2016 en 31-12-2016";""
"46225";"";"Friso";"";"Wiegersma";"Friso Wiegersma";"14-10-1925";"Deurne";"05-06-2006";""
"84626";"";"Clara";"";"Timmermans";"Clara Timmermans";"20-11-1922";"Lier";"29-08-2016";"Lier"
"74985";"";"Jacques";"";"Tersteeg";"Jacques Tersteeg";"Tussen 01-01-1946 en 31-12-1946";"Renkum";"06-07-2019";""
"63256";"";"Filip";"";"Vanluchene";"Filip Vanluchene";"20-08-1950";"Kuurne";"";""
"27358";"";"Paul";"";"Gellings";"Paul Gellings";"16-05-1953";"Amsterdam";"";""
"59359";"";"A.G.H.";"";"Bachrach";"A.G.H. Bachrach";"09-12-1914";"";"18-12-2009";""
"894";"";"Pieter";"";"Langedijk";"Pieter Langedijk";"05-12-1931";"Berkhout";"03-10-2011";""
"99759";"";"Richard";"";"Russo";"Richard Russo";"15-07-1949";"Johnstown";"";""
"69232";"";"J.N.";"";"Meijsing";"J.N. Meijsing";"Tussen 01-01-1946 en 31-12-1946";"";"";""
"27194";"";"Albert";"";"Hofmann";"Albert Hofmann";"11-01-1906";"Baden";"29-04-2008";"Burg im Leimental "
"79086";"";"Hilda";"";"Verwey-Jonker";"Hilda Verwey-Jonker";"20-05-1908";"Goes";"23-06-2004";"Utrecht"
"24648";"";"Bère";"";"Miesen";"Bère Miesen";"12-09-1946";"Heerlen";"";""
"91473";"";"John Cullen";"";"Murphy";"John Cullen Murphy";"01-09-1952";"New Rochelle";"";""
"75002";"";"Phil";"";"Muysson";"Phil Muysson";"23-12-1949";"Rotterdam";"17-05-2012";"Den Haag ('s-Gravenhage)"
"47322";"";"C.";"";"Peeters";"C. Peeters";"12-12-1931";"Breda";"06-02-2013";"Breda"
"53024";"";"Josephine";"";"Vonk";"Josephine Vonk";"05-04-1925";"Amsterdam";"";""
"67893";"";"Philippa";"";"Pearce";"Philippa Pearce";"23-01-1920";"Great Shelford";"21-12-2006";""
"43923";"";"Wim";"";"Meewis";"Wim Meewis";"09-07-1926";"Antwerpen";"";""
"56419";"";"Angèle";"";"Manteau";"Angèle Manteau";"24-01-1911";"Dinant";"21-04-2008";"Aalst"
"65995";"";"Cecil";"";"Bødker";"Cecil Bødker";"27-03-1927";"Denemarken";"";""
"15390";"";"Nicholas";"";"Shakespeare";"Nicholas Shakespeare";"03-03-1957";"Worcester";"";""
"58472";"";"Sylvia";"";"Bodnár";"Sylvia Bodnár";"Tussen 01-01-1946 en 31-12-1946";"";"21-05-2010";""
"20728";"";"A.E.C.";"";"Vuerhard-Berkhout";"A.E.C. Vuerhard-Berkhout";"14-03-1885";"Breda";"";""
"66310";"";"Budd";"";"Schulberg";"Budd Schulberg";"27-03-1914";"New York City";"05-08-2009";"Long Island"
"66287";"";"Gay";"";"Talese";"Gay Talese";"07-02-1932";"Ocean City";"";""
"12209";"";"Michael";"";"Ondaatje";"Michael Ondaatje";"12-09-1943";"Colombo";"";""
"64298";"";"Joop";"";"Schafthuizen";"Joop Schafthuizen";"21-03-1948";"Schiedam";"";""
"14085";"";"Wijnand";"";"Steemers";"Wijnand Steemers";"Tussen 01-01-1947 en 31-12-1947";"Wageningen";"";""
"69254";"";"Valentin";"";"Rasputin";"Valentin Rasputin";"15-03-1937";"Ust-Uda";"14-03-2015";"Moskou"
"62746";"";"Jan";"";"Wolthuis";"Jan Wolthuis";"Tussen 01-01-1953 en 31-12-1953";"";"";""
"62770";"";"Doeke";"";"Eisma";"Doeke Eisma";"14-08-1932";"Haarlem";"";""
"56830";"";"Kahlil";"";"Gibran";"Kahlil Gibran";"06-01-1883";"Bsharri";"10-04-1938";"New York City"
"25863";"";"Jessica";"";"Voeten";"Jessica Voeten";"Tussen 01-01-1956 en 31-12-1956";"";"";""
"39713";"";"Stefan";"";"Zweig";"Stefan Zweig";"28-11-1881";"Wenen";"22-02-1942";"Petrópolis"
"21828";"";"Beatrijs";"";"Smulders";"Beatrijs Smulders";"29-06-1952";"Bergeijk";"";""
"40429";"";"Tineke";"";"Steenmeijer-Wielenga";"Tineke Steenmeijer-Wielenga";"02-06-1946";"";"";""
"1519";"";"Robert M.";"";"Pirsig";"Robert M. Pirsig";"06-09-1928";"Minneapolis";"24-04-2017";"South Berwick"
"20706";"";"Jean";"";"Schalekamp";"Jean Schalekamp";"26-06-1926";"Overschie";"29-09-2015";"Costitx"
"20112";"";"P.J.";"";"Verkruijsse";"P.J. Verkruijsse";"27-01-1943";"Groede";"20-02-2012";"Nieuwkoop"
"14103";"";"Dik";"";"Linthout";"Dik Linthout";"Tussen 01-01-1943 en 31-12-1943";"";"23-12-2008";""
"62192";"";"Mary";"";"Tourtel";"Mary Tourtel";"28-01-1874";"Canterbury";"15-03-1948";"Canterbury"
"71623";"";"Lilli";"";"Palmer";"Lilli Palmer";"24-05-1914";"Pozna&#324;";"27-01-1986";"Los Angeles"
"61555";"";"Richard";"";"Attenborough";"Richard Attenborough";"29-08-1923";"Cambridge";"24-08-2014";"Londen"
"20941";"";"R.";"";"Feuerstein";"R. Feuerstein";"21-08-1921";"Boto&#537;ani";"29-04-2014";"Israël"
"71208";"";"Kerstin";"";"Thorvall";"Kerstin Thorvall";"12-08-1925";"Eskilstuna";"09-04-2010";"Stockholm"
"58498";"";"Paul";"";"Schaepman";"Paul Schaepman";"22-05-1930";"Nijmegen";"";""
"3747";"";"Herman";"";"Verbeek";"Herman Verbeek";"17-05-1936";"Groningen";"01-02-2013";"Groningen"
"54917";"";"L.";"";"Hartog van Banda";"L. Hartog van Banda";"04-11-1916";"Den Haag ('s-Gravenhage)";"02-02-2006";"Den Haag ('s-Gravenhage)"
"21842";"";"Arie";"";"Visser";"Arie Visser";"17-11-1944";"Sneek";"20-01-1997";"Amsterdam"
"19617";"";"Elrud";"";"Ibsch";"Elrud Ibsch";"08-08-1935";"Hannover";"17-02-2013";"Amsterdam"
"63979";"";"Yvo";"";"Pannekoek";"Yvo Pannekoek";"10-04-1913";"Rotterdam";"02-09-2004";"Amsterdam"
"24139";"";"Jeroen";"";"Janssen";"Jeroen Janssen";"18-10-1963";"Gent";"";""
"43539";"";"Manon";"";"Smits";"Manon Smits";"27-12-1967";"";"";""
"18542";"";"Sitor";"";"Situmorang";"Sitor Situmorang";"02-10-1924";"Harianboho";"20-12-2014";"Apeldoorn"
"60234";"dr.";"P.";"";"Stuart";"P. Stuart";"21-03-1925";"Bergen op Zoom";"10-01-2015";"Leiden"
"10281";"";"Dunya";"";"Breur";"Dunya Breur";"30-06-1942";"Amsterdam";"19-06-2009";"Amsterdam"
"86098";"";"Nicole";"";"Segers";"Nicole Segers";"Tussen 01-01-1960 en 31-12-1960";"Tilburg";"";""
"2664";"";"Harper";"";"Lee";"Harper Lee";"28-04-1926";"Monroeville";"19-02-2016";"Monroeville"
"61929";"";"Jacq";"";"Vogelaar";"Jacq Vogelaar";"03-09-1944";"Tilburg";"09-12-2013";"Utrecht"
"77274";"";"Robert Lee";"";"Frost";"Robert Lee Frost";"26-03-1874";"San Francisco";"29-01-1963";"Boston"
"61795";"";"B.J.";"";"Daams";"B.J. Daams";"Tussen 01-01-1963 en 31-12-1963";"";"";""
"43573";"";"Louis G.";"";"Le Roy";"Louis G. Le Roy";"31-10-1924";"Amsterdam";"15-07-2012";"Oranjewoud"
"25849";"";"Donald E.";"";"Westlake";"Donald E. Westlake";"12-07-1933";"Brooklyn";"31-12-2008";""
"37584";"";"W.H.G.";"";"Wolters";"W.H.G. Wolters";"02-05-1934";"Sint Odiliënberg";"07-05-2015";"Utrecht"
"83823";"";"J.";"";"Bastiaans";"J. Bastiaans";"27-05-1917";"Rotterdam";"31-10-1997";"Warmond"
"59102";"";"P.A.J.M.";"";"Steenkamp";"P.A.J.M. Steenkamp";"08-03-1925";"Uithoorn";"08-01-2016";"Eindhoven"
"87294";"";"Sarah";"";"Kofman";"Sarah Kofman";"14-09-1934";"Parijs (stad)";"15-10-1994";""
"1975";"";"Chris";"";"Schriks";"Chris Schriks";"Tussen 01-01-1931 en 31-12-1931";"Helmond";"";""
"80523";"";"P.H.A.M.";"";"Verhaegen";"P.H.A.M. Verhaegen";"17-12-1950";"Den Haag ('s-Gravenhage)";"04-05-2008";"Den Haag ('s-Gravenhage)"
"9844";"";"Ype";"";"Schaaf";"Ype Schaaf";"12-04-1930";"Leeuwarden";"16-08-2003";"Utrecht"
"25453";"";"George R.R.";"";"Martin";"George R.R. Martin";"20-09-1948";"Bayonne";"";""
"20713";"";"Henri";"";"Troyat";"Henri Troyat";"01-11-1911";"Moskou";"02-03-2007";"Parijs (stad)"
"58733";"";"Ronald";"";"Wigman";"Ronald Wigman";"Tussen 01-01-1954 en 31-12-1954";"";"";""
"34554";"";"T.H.";"";"White";"T.H. White";"29-05-1906";"Bombay";"17-01-1964";"Piraeus"
"75201";"";"Kitty";"";"Courbois";"Kitty Courbois";"13-07-1937";"Nijmegen";"11-03-2017";"Amsterdam"
"20436";"";"Bert";"";"Spoelstra";"Bert Spoelstra";"Tussen 01-01-1953 en 31-12-1953";"Brunssum";"";""
"56154";"";"Glendon";"";"Swarthout";"Glendon Swarthout";"08-04-1918";"Pickney";"23-09-1992";"Scottsdale"
"58044";"";"Ferry";"";"Hoogendijk";"Ferry Hoogendijk";"23-11-1933";"Gouda";"14-02-2014";"Naarden"
"75967";"";"R.M.";"";"Kemperink";"R.M. Kemperink";"05-06-1940";"Beverwijk";"21-11-2013";"Ugchelen"
"56082";"";"Oswalt";"";"Kolle";"Oswalt Kolle";"02-10-1928";"Kiel";"24-09-2010";"Amsterdam"
"25267";"";"Remmelt";"";"Daalder";"Remmelt Daalder";"Tussen 01-01-1960 en 31-12-1960";"";"";""
"7252";"";"Iny";"";"Driessen";"Iny Driessen";"03-02-1961";"Hasselt (B)";"24-04-2015";""
"27651";"";"Alma";"";"Post";"Alma Post";"12-12-1948";"";"";""
"57972";"";"W.N.";"";"Schors";"W.N. Schors";"15-03-1925";"Hilversum";"16-10-2014";"Amsterdam"
"2097";"";"Wietske";"";"Zeijlstra";"Wietske Zeijlstra";"12-06-1951";"Amsterdam";"18-12-2016";"Hellevoetsluis"
"54303";"";"Henk";"";"Mondria";"Henk Mondria";"05-04-1914";"Vollenhove";"Tussen 01-01-1970 en 31-12-1970";""
"54316";"";"William";"";"Safire";"William Safire";"17-12-1929";"";"27-09-2009";"Rockville"
"57792";"";"Ben";"";"Kroon";"Ben Kroon";"Tussen 01-01-1923 en 31-12-1923";"";"01-06-2019";"Amsterdam"
"23629";"";"Henk";"";"Sprenger";"Henk Sprenger";"03-01-1919";"Wormer";"29-12-2005";""
"56575";"";"Joke";"";"Kniesmeijer";"Joke Kniesmeijer";"19-10-1948";"Amsterdam";"17-12-2008";"Amsterdam"
"105650";"";"Marieke";"";"Olsthoorn-Roosen";"Marieke Olsthoorn-Roosen";"24-06-1941";"Oisterwijk";"18-12-2013";"Bergen"
"582";"";"H.M.";"";"Kuitert";"H.M. Kuitert";"11-11-1924";"Drachten";"";""
"67172";"";"Ruth";"";"Andreas-Friedrich";"Ruth Andreas-Friedrich";"23-09-1901";"Berlijn";"17-09-1977";"München"
"12704";"";"William";"";"Diehl";"William Diehl";"04-12-1924";"";"24-11-2006";"Atlanta"
